"ID"	"waterbody"	"capt"	"clust"	"ecotype"	"age"	"weight_g"	"TL_mm"	"sex"	"lifeyear"	"year"	"inc_um"	"rad_um"	"res_mean"	"res_max"	"res_min"	"Sr_mean"	"Sr_max"	"Sr_min"	"type"	"turbidity"	"SAL"	"WT"	"P"
"BH-00696"	"NRB"	"WB"	"BW int saline|cold"	"BW-resident"	4	NA	790	"f"	4	"2020"	155.1	1042.2	-0.093060607851216	1.25936452761624	-0.861695021438754	0.00602001587301587	0.00628285714285714	0.00556	"Coast"	2	9.44117647058824	10.5235294117647	1.7575
"BH-00729"	"WRB"	"SB"	"BW high saline|cold"	"BW-resident"	4	NA	770	"f"	1	"2016"	461	461	-0.276805998888673	1.78731729087364	-1.83888891307844	0.00420238859180036	0.00478150326797386	0.00370222222222222	"Coast"	2.27333333333333	8.75531914893617	11.7181914893617	1.17670212765957
"BH-00729"	"WRB"	"SB"	"BW high saline|cold"	"BW-resident"	4	NA	770	"f"	2	"2017"	347.4	808.4	0.0261875816837465	1.4702114211491	-0.838697002650154	0.00525254901960784	0.00634287581699346	0.00381150326797386	"Coast"	1.97058823529412	8.85	11.3964285714286	1.6125
"BH-00729"	"WRB"	"SB"	"BW high saline|cold"	"BW-resident"	4	NA	770	"f"	3	"2018"	221.9	1030.3	0.137933446338047	0.659457858648932	-0.264791460488527	0.00534174291938998	0.00558954248366013	0.00508490196078431	"Coast"	1.52413793103448	7.70904255319149	12.055	1.708125
"BH-00729"	"WRB"	"SB"	"BW high saline|cold"	"BW-resident"	4	NA	770	"f"	4	"2019"	205.3	1235.6	0.510366110604737	1.4600286109933	-0.667028297496717	0.00520027777777778	0.00607392156862745	0.00487575163398693	"Coast"	2.025	9.2575	11.66625	1.20625
"BH-00730"	"WRB"	"SB"	"BW high saline|warm"	"BW-resident"	8	NA	758	"m"	1	"2012"	491.2	491.2	-0.818977919376469	1.36428556135646	-1.64440158110465	0.00413852206273259	0.00488076023391813	0.00369643274853801	"Coast"	2.003125	9.07156862745098	11.4758823529412	1.19147058823529
"BH-00730"	"WRB"	"SB"	"BW high saline|warm"	"BW-resident"	8	NA	758	"m"	2	"2013"	393.6	884.8	-1.79214586293719	0.343813864178699	-3.21346954199672	0.00563860902255639	0.00692046783625731	0.00381187134502924	"Coast"	1.9	7.31860465116279	12.9367441860465	1.27220930232558
"BH-00730"	"WRB"	"SB"	"BW high saline|warm"	"BW-resident"	8	NA	758	"m"	3	"2014"	146.7	1031.5	-1.80609837774245	-0.524493129478017	-2.72725187358164	0.00638740740740741	0.006496783625731	0.00624368421052631	"Coast"	1.84642857142857	7.90444444444444	13.0943333333333	1.33588888888889
"BH-00730"	"WRB"	"SB"	"BW high saline|warm"	"BW-resident"	8	NA	758	"m"	4	"2015"	147.6	1179.1	-2.05430348470889	-1.18412238124988	-3.05049660883734	0.0067996686159844	0.00764842105263158	0.00596748538011695	"Coast"	1.846875	9.388	11.0185	1.2695
"BH-00730"	"WRB"	"SB"	"BW high saline|warm"	"BW-resident"	8	NA	758	"m"	5	"2016"	123.8	1302.9	-0.844592687516037	0.671386206685148	-1.75479957984328	0.00644906432748538	0.00668309941520468	0.00618584795321637	"Coast"	2.27333333333333	8.75531914893617	11.7181914893617	1.17670212765957
"BH-00730"	"WRB"	"SB"	"BW high saline|warm"	"BW-resident"	8	NA	758	"m"	6	"2017"	132.9	1435.8	-2.03462019835894	-1.66604807586851	-2.39068403419239	0.00697945419103314	0.00729818713450292	0.00655994152046784	"Coast"	1.97058823529412	8.85	11.3964285714286	1.6125
"BH-00730"	"WRB"	"SB"	"BW high saline|warm"	"BW-resident"	8	NA	758	"m"	7	"2018"	87.6	1523.4	-1.65372171896483	-1.58041427479314	-1.72702916313652	0.00610576023391813	0.00651040935672515	0.00570111111111111	"Coast"	1.52413793103448	7.70904255319149	12.055	1.708125
"BH-00730"	"WRB"	"SB"	"BW high saline|warm"	"BW-resident"	8	NA	758	"m"	8	"2019"	97.7	1621.1	NA	NA	NA	NA	NA	NA	"Coast"	2.025	9.2575	11.66625	1.20625
"BH-00732"	"WRB"	"SB"	"BW Low saline|shift"	"Trans-habitat"	1	NA	617	"f"	1	"2019"	510	510	-0.321789346633903	2.24860026664107	-1.56133401459853	0.00344852026143791	0.00476506666666667	0.00288977777777778	"Coast"	2.025	9.2575	11.66625	1.20625
"BH-00742"	"GB"	"GB"	"BW Low saline|shift"	"Trans-habitat"	1	NA	550	"m"	1	"2019"	607.4	607.4	-0.493243934638594	2.42321943174078	-2.97994739778867	0.00194460541310541	0.00304962962962963	0.00115301234567901	"Coast"	2.3875	7.8719696969697	9.08560606060606	1.22810606060606
"BH-00750"	"GB"	"GB"	"BW Low saline|shift"	"Trans-habitat"	1	NA	560	"f"	1	"2019"	696.7	696.7	-1.14858699366057	1.32014233958786	-2.21013299175128	0.00111217681992337	0.00253582375478927	0.000674183908045977	"Coast"	2.3875	7.8719696969697	9.08560606060606	1.22810606060606
"BH-01555"	"NRB"	"BEG"	"BW high saline|warm"	"BW-resident"	5	NA	760	"f"	1	"2016"	424	424	1.2102078339605	3.0173309356734	0.72624132659691	0.00352531428571429	0.00458222222222222	0.00256352380952381	"Coast"	1.43846153846154	8.53272727272727	11.6740909090909	1.72754545454545
"BH-01555"	"NRB"	"BEG"	"BW high saline|warm"	"BW-resident"	5	NA	760	"f"	2	"2017"	458	882	-0.0197734492572366	1.77237263020843	-1.16980415424837	0.00422591666666667	0.00558269841269841	0.00324936507936508	"Coast"	1.5875	8.4969696969697	13.7030303030303	2.20378787878788
"BH-01555"	"NRB"	"BEG"	"BW high saline|warm"	"BW-resident"	5	NA	760	"f"	3	"2018"	250.7	1132.7	-0.198827282050802	1.86617179374706	-1.02846752421824	0.00539662222222222	0.00573266666666667	0.00513215873015873	"Coast"	1.9047619047619	8.24695121951219	13.344	1.8807
"BH-01555"	"NRB"	"BEG"	"BW high saline|warm"	"BW-resident"	5	NA	760	"f"	4	"2019"	205.9	1338.6	-0.524763538773433	1.28909053164351	-1.72095659269439	0.00602539682539683	0.00648142857142857	0.00541057142857143	"Coast"	1.76470588235294	8.93888888888889	11.5088888888889	1.36544444444444
"BH-01555"	"NRB"	"BEG"	"BW high saline|warm"	"BW-resident"	5	NA	760	"f"	5	"2020"	131.1	1469.7	-0.7960546455875	-0.48735483912	-1.104754452055	0.0058923492063492	0.00592136507936508	0.00586333333333333	"Coast"	2	9.44117647058824	10.5235294117647	1.7575
"BH-01556"	"NRB"	"BEG"	"BW int saline|cold"	"BW-resident"	10	NA	1110	"f"	1	"2011"	378.8	378.8	0.814391917341103	3.10370168734447	-0.221066666997835	0.00418887731481481	0.00458777777777778	0.00374347222222222	"Coast"	1.08823529411765	7.14375	12.8503125	1.73356875
